job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills,experience_min_req,experience_max_req
Exec. Assistant,,Technical Support,Lead,2024-04-25,16 June 2024,2024-06-16,Marketing,Saïda,None,0,Alternance,10,"Profil recherché (FR):
Responsabilités: Strategic Planning; Communication; Teamwork; Java
Profil: SQL, Research
Compétences: Coordination, Cloud, Network Security, Java
Avantages:
- Budgeting
- Data Analysis
- UX/UI
",,25971,"Office Management, Document Control, Customer Service, Data Entry, Scheduling",0,6
Accountant,,Logistics,Chief,12 May 2024,2024-05-23,2024-05-23,Marketing,Télétravail,Doctorat,20,CDI,3,"As Chief Accountant, you'll design strategic projects. Contrat: CDI. Localisation: Télétravail. Département: Sales. En tant que Chief Accountant, vous serez amené à développer l’équipe.",,78249,"Risk Management, SAP, Audit, Budgeting",4,14
QA Engineer,,Risk Management,Chief,04/08/2024,25 September 2024,2024-09-25,Santé,Hybride,Bac,12,Volontariat,3,"As Chief QA Engineer, you'll manage critical projects. Contrat: Volontariat. Localisation: Hybride. Département: HR. En tant que Chief QA Engineer, vous serez amené à gérer les systèmes.","Participation bénéfices, Télétravail partiel, Ticket Restaurant",63294,"Network Security, Docker, Java, C++, Cloud Computing, SQL",9,13
Exec. Assistant,,Compliance,Lead,"Jun 05, 2024",25/06/2024,2024-06-25,Ingénierie,Sétif,Bac,12,CDD,3,"Profil recherché (EN):
Responsabilités:
- Graphic Design
- Customer Service
Profil:
- Cloud
- Strategic Planning
Compétences:
- Logistics
- CAD
- Digital Marketing
- Maintenance
Avantages: Excel; Blockchain
",,41579,"Office Management, Scheduling, Document Control, Data Entry, Customer Service",9,9
Graphic Designer,,Health & Safety,Chief,2024-07-02,06/09/2024,2024-09-06,RH,Saïda,Bac,12,CDD,2,"En tant que Chief Graphic Designer, vous serez amené à coordonner les relations clients. Contrat: CDD. Localisation: Saïda. Département: Operations. Expérience requise: 0-6 ans. Éducation: Bac, 12 ans.","Participation bénéfices, Voiture de fonction, Formation continue",56539,"Adobe Photoshop, Illustrator, Color Theory, Typography, Figma, UX Research",0,6
PR Officer,,Risk Management,Senior,2024-07-08,2024-07-15,2024-07-15,Admin,Béjaïa,Doctorat,20,CDI,3,"Profil recherché (FR):
Responsabilités: Teamwork, Project Mgmt
Profil:
- CAD
- Negotiation
- Excel
Compétences: UX/UI, Data Analysis, Strategic Planning, Compliance
Avantages: CAD, Budgeting, Organization, Negotiation
",Ticket Restaurant,36260,"Problem Solving, Communication, Teamwork, Adaptability, Critical Thinking",8,14
Bioengineer,,Corporate Affairs,Lead,2024-06-18,30/08/2024,2024-08-30,Informatique,Sétif,Licence,16,Temps partiel,1,"Expérience requise: 3-3 ans. Éducation: Licence, 16 ans. As Lead Bioengineer, you'll design innovative projects. Contrat: Temps partiel. Localisation: Sétif. Département: Legal.",Participation bénéfices,119686,"SQL, Cloud Computing, Python, Network Security, Kubernetes",3,3
PR Officer,,Compliance,Senior,27/08/2024,2024-09-28,2024-09-28,Ventes,Tlemcen,Doctorat,20,CDD,1,"Profil recherché (EN):
Responsabilités: Technical Writing; Organization; Data Analysis; Communication
Profil: Negotiation; Python; Cloud; Leadership
Compétences: Data Analysis; SQL
Avantages: Communication, Logistics, CAD, Python
","Télétravail partiel, Assurance santé",58478,"Problem Solving, Communication, Teamwork, Critical Thinking, Adaptability",3,11
CMO,,Quality Assurance,Lead,27 February 2025,2025-04-20,2025-04-20,Juridique,El Oued,Doctorat,20,CDI,5,"Contrat: CDI. Localisation: El Oued. Département: Marketing. Expérience requise: 5-8 ans. Éducation: Doctorat, 20 ans. En tant que Lead CMO, vous serez amené à gérer les systèmes.",,37406,"Time Management, Teamwork, Problem Solving, Communication, Adaptability, Critical Thinking",5,8
Pharmacist,,Administration,Chief,13/09/2024,20/10/2024,2024-10-20,Informatique,Blida,Doctorat,20,Temporaire,10,"Contrat: Temporaire. Localisation: Blida. Département: Finance. Expérience requise: 8-15 ans. Éducation: Doctorat, 20 ans. En tant que Chief Pharmacist, vous serez amené à coordonner les systèmes.","Ticket Restaurant, Assurance santé",60018,"Clinical Trials, Patient Care, HIPAA Compliance, Pharmacovigilance, Medical Terminology",8,15
Video Editor,,IT Support,Junior,09/08/2024,06 September 2024,2024-09-06,Ingénierie,Blida,Bac,12,CDD,10,"Contrat: CDD. Localisation: Blida. Département: Finance. En tant que Junior Video Editor, vous serez amené à développer les systèmes. As Junior Video Editor, you'll perform innovative projects.",Prime performance,97336,"SQL, Docker, Cloud Computing, Network Security, DevOps, Machine Learning, Java",8,17
Restaurant Manager,,Health & Safety,Senior,19/06/2024,2024-09-01,2024-09-01,Ingénierie,Tizi Ouzou,None,0,Temporaire,1,"Contrat: Temporaire. Localisation: Tizi Ouzou. Département: Finance. As Senior Restaurant Manager, you'll manage critical projects. En tant que Senior Restaurant Manager, vous serez amené à développer les relations clients.",,42139,"Process Optimization, Lean Management, Supply Chain Management, Inventory Control",7,12
Civil Engineer,,Procurement,Lead,2024-12-26,12 January 2025,2025-01-12,Marketing,Télétravail,Licence,16,Alternance,2,"Contrat: Alternance. Localisation: Télétravail. Département: Finance. Expérience requise: 8-15 ans. Éducation: Licence, 16 ans. As Lead Civil Engineer, you'll lead critical projects.",,58434,"Cloud Computing, Docker, Machine Learning, DevOps, Python",8,15
HR Coordinator,,Technical Support,Mid,2024-12-07,2025-01-11,2025-01-11,Informatique,Hybride,Licence,16,Temps partiel,1,"Profil recherché (EN):
Responsabilités:
- Research
- Teamwork
- Negotiation
- UX/UI
- Customer Service
Profil:
- Coordination
- Network Security
- Strategic Planning
Compétences: SEO, Customer Service
Avantages: Budgeting; Organization; Logistics; Digital Marketing
",Prime performance,46910,"Employee Relations, HRIS, Performance Management, Onboarding, Payroll, Training & Development, Recruitment",9,16
AI Ethics Consultant,,Product,Senior,2025-01-12,25/02/2025,2025-02-25,Marketing,Tizi Ouzou,Bac,12,CDD,3,"As Senior AI Ethics Consultant, you'll design key projects. Expérience requise: 1-2 ans. Éducation: Bac, 12 ans. Contrat: CDD. Localisation: Tizi Ouzou. Département: IT.",,45583,"Problem Solving, Adaptability, Time Management, Teamwork, Critical Thinking, Communication",1,2
Digital Marketer,,Data Science,Chief,07 March 2025,05 April 2025,2025-04-05,Finance,Blida,Licence,16,Temporaire,1,"En tant que Chief Digital Marketer, vous serez amené à développer l’équipe. As Chief Digital Marketer, you'll lead key projects. Contrat: Temporaire. Localisation: Blida. Département: HR.","Ticket Restaurant, Horaires flexibles, Voiture de fonction",84095,"DevOps, Docker, Java, Python",7,8
CTO,,Customer Success,Junior,2025-03-09,2025-05-19,2025-05-19,Santé,Alger,Master,18,CDD,5,"As Junior CTO, you'll lead key projects. Contrat: CDD. Localisation: Alger. Département: Operations. Expérience requise: 2-10 ans. Éducation: Master, 18 ans.","Ticket Restaurant, Prime performance",32695,"Adaptability, Communication, Teamwork, Critical Thinking, Problem Solving",2,10
Marketing Manager,,Corporate Affairs,Senior,14/01/2025,16/03/2025,2025-03-16,Ventes,Oran,Doctorat,20,Temps plein,5,"En tant que Senior Marketing Manager, vous serez amené à développer les systèmes. As Senior Marketing Manager, you'll perform critical projects. Contrat: Temps plein. Localisation: Oran. Département: IT.",,54494,"Brand Management, Campaign Planning, Email Marketing, Content Strategy, Google Analytics, Social Media",9,15
CTO,,Customer Success,Mid,"Oct 23, 2024",25/11/2024,2024-11-25,Finance,Annaba,Bac,12,Alternance,2,"Profil recherché (MIX):
Responsabilités:
- Data Analysis
- Java
Profil: Digital Marketing, Strategic Planning, Research, CAD
Compétences: Technical Writing; Teamwork; Research; SEO
Avantages: Python, Strategic Planning, Machine Learning, UX/UI
",,52440,"Critical Thinking, Teamwork, Time Management, Adaptability",0,4
QA Engineer,,Research & Development,Chief,"Apr 02, 2025",01/06/2025,2025-06-01,Logistique,Béjaïa,Master,18,Freelance,1,"Expérience requise: 7-15 ans. Éducation: Master, 18 ans. As Chief QA Engineer, you'll manage key projects. Contrat: Freelance. Localisation: Béjaïa. Département: Engineering.","Télétravail partiel, Participation bénéfices, Prime performance",102404,"Cloud Computing, Docker, Network Security, SQL, Kubernetes",7,15
Legal Advisor,,Research & Development,Chief,21/05/2024,17/08/2024,2024-08-17,Logistique,Tlemcen,Doctorat,20,Freelance,1,"Profil recherché (EN):
Responsabilités:
- Java
- Coordination
Profil:
- SQL
- SEO
- Coordination
- Network Security
- Graphic Design
Compétences:
- CAD
- Organization
- SEO
Avantages: Technical Writing; Java; Strategic Planning; UX/UI
","Formation continue, Horaires flexibles, Voiture de fonction",48356,"Negotiation, Contract Drafting, Legal Research, Regulatory Affairs, Litigation Support, Compliance",5,6
Civil Engineer,,Business Development,Chief,2025-01-21,26/02/2025,2025-02-26,Logistique,Hybride,Licence,16,Freelance,5,"Profil recherché (EN):
Responsabilités: Budgeting, Coordination
Profil: Logistics; Leadership; UX/UI
Compétences:
- Maintenance
- Strategic Planning
- Compliance
- Negotiation
Avantages: Network Security, Python, Research, Maintenance
","Télétravail partiel, Horaires flexibles, Assurance santé",56480,"Kubernetes, Java, Cloud Computing, Network Security, DevOps",8,13
Logistics Coord.,,Product,Lead,29/05/2024,2024-08-18,2024-08-18,Juridique,Ghardaïa,None,0,CDI,10,"As Lead Logistics Coord., you'll lead strategic projects. En tant que Lead Logistics Coord., vous serez amené à gérer les systèmes. Contrat: CDI. Localisation: Ghardaïa. Département: Finance.",Assurance santé,68655,"Logistics, Lean Management, Process Optimization, Quality Control",4,10
CTO,,Customer Success,Lead,02/07/2024,2024-09-19,2024-09-19,Ventes,Saïda,None,0,Freelance,2,"Profil recherché (EN):
Responsabilités:
- UX/UI
- CAD
- Java
- Project Mgmt
Profil:
- UX/UI
- Digital Marketing
- Project Mgmt
Compétences:
- CAD
- Network Security
Avantages: SEO; Technical Writing; Negotiation; Teamwork; CAD
",Ticket Restaurant,55196,"Problem Solving, Communication, Adaptability, Teamwork, Time Management, Critical Thinking",0,9
IT Intern,,Investor Relations,Chief,"Apr 18, 2025",2025-06-27,2025-06-27,Ingénierie,Télétravail,Bac,12,Temps plein,3,"Profil recherché (EN):
Responsabilités: Research, Leadership, Machine Learning, Strategic Planning
Profil: Logistics; SEO; Leadership; UX/UI
Compétences:
- Maintenance
- Data Analysis
- Teamwork
- Research
Avantages:
- Excel
- Strategic Planning
",,68984,"DevOps, C++, Network Security, Cloud Computing, Java",3,8
Legal Advisor,,Compliance,Mid,"Dec 31, 2024",2025-03-13,2025-03-13,Finance,Annaba,Bac,12,Temps plein,2,"Profil recherché (MIX):
Responsabilités:
- Compliance
- Leadership
Profil: Strategic Planning, Organization, Customer Service
Compétences:
- Organization
- SQL
- SEO
- Data Analysis
Avantages: Cloud, Negotiation, Blockchain, Graphic Design, Java
","Horaires flexibles, Participation bénéfices, Voiture de fonction",55486,"Compliance, Legal Research, Regulatory Affairs, Negotiation, Contract Drafting, Litigation Support",8,16
Graphic Designer,,Corporate Affairs,Senior,26 November 2024,2024-12-29,2024-12-29,Finance,Sétif,Bac,12,CDI,10,"Profil recherché (MIX):
Responsabilités: Technical Writing; Logistics; Communication; Research
Profil: Data Analysis; SEO; Machine Learning; SQL
Compétences:
- Python
- Organization
- Research
- Project Mgmt
Avantages: Digital Marketing; CAD
",,35398,"Illustrator, Adobe Photoshop, UX Research, Prototyping",2,3
Chem. Engineer,,Training,Lead,2025-03-06,09 May 2025,2025-05-09,Juridique,Hybride,Bac,12,Stage,10,"Profil recherché (EN):
Responsabilités: Python, Budgeting, Compliance, Leadership
Profil: Leadership, Excel, Data Analysis, SQL
Compétences: Data Analysis, Network Security
Avantages: Maintenance, Java, Excel, Cloud, UX/UI
",Participation bénéfices,71347,"DevOps, Java, Kubernetes, Docker, Network Security",8,8
Logistics Coord.,,Public Relations,Mid,04/05/2024,14 July 2024,2024-07-14,Informatique,Constantine,Master,18,Temps plein,2,"Profil recherché (FR):
Responsabilités: Network Security; Cloud; Leadership
Profil:
- Compliance
- Project Mgmt
- Communication
- Coordination
- Blockchain
Compétences: Python, Coordination, SEO, Compliance
Avantages: Machine Learning; Logistics; Strategic Planning; SEO; Python
","Ticket Restaurant, Assurance santé, Participation bénéfices",50218,"Supply Chain Management, Quality Control, Process Optimization, Inventory Control, Lean Management",3,5
AI Ethics Consultant,,Research & Development,Chief,2024-08-10,20/09/2024,2024-09-20,Santé,Hybride,Licence,16,Temps plein,3,"Profil recherché (FR):
Responsabilités: UX/UI; Maintenance; Communication; Java; SEO
Profil: Data Analysis; Teamwork; Python; SQL
Compétences: Negotiation; SQL; Organization; UX/UI; Maintenance
Avantages:
- Negotiation
- CAD
- Project Mgmt
- Maintenance
- SQL
","Ticket Restaurant, Voiture de fonction, Télétravail partiel",29689,"Time Management, Adaptability, Critical Thinking, Communication, Problem Solving, Teamwork",3,11
Sales Rep,,Health & Safety,Chief,09/08/2024,2024-10-06,2024-10-06,Marketing,Télétravail,Master,18,Temporaire,2,"Profil recherché (FR):
Responsabilités: Research, Negotiation, Communication, Digital Marketing
Profil: Strategic Planning, Leadership
Compétences: Communication, Cloud, Budgeting, SEO
Avantages: Organization, UX/UI
","Voiture de fonction, Télétravail partiel",56321,"Adaptability, Critical Thinking, Problem Solving, Time Management, Communication",2,7
Bioengineer,,Investor Relations,Lead,10 December 2024,2025-01-25,2025-01-25,RH,Blida,None,0,CDD,10,"Profil recherché (EN):
Responsabilités:
- Communication
- Graphic Design
- Digital Marketing
Profil: Python, Coordination, CAD, Digital Marketing, Research
Compétences:
- Communication
- Data Analysis
- Java
- Leadership
Avantages: Machine Learning, Teamwork, Blockchain
","Participation bénéfices, Prime performance",106576,"Python, Kubernetes, Network Security, SQL",5,9
Financial Analyst,,Corporate Affairs,Lead,30 May 2024,28 June 2024,2024-06-28,Finance,Télétravail,Doctorat,20,Alternance,5,"Profil recherché (MIX):
Responsabilités: Network Security, Data Analysis, Teamwork
Profil: Coordination; Project Mgmt; SQL
Compétences:
- Project Mgmt
- Graphic Design
Avantages: Leadership, Cloud, Java
","Assurance santé, Prime performance, Formation continue",86111,"Audit, Excel, Financial Analysis, Budgeting, Accounting",0,3
SEO Specialist,,Design,Chief,24 February 2025,20/03/2025,2025-03-20,Admin,Alger,Licence,16,Alternance,10,"Profil recherché (MIX):
Responsabilités: Logistics; Customer Service
Profil: Negotiation, Technical Writing, Communication, Graphic Design, Python
Compétences: Maintenance, Leadership
Avantages: Organization, Technical Writing, Maintenance
","Voiture de fonction, Télétravail partiel",79272,"Google Analytics, SEO, Email Marketing, Social Media, Public Relations, Content Strategy",6,12
Risk Manager,,Risk Management,Mid,2024-12-31,03 March 2025,2025-03-03,Ingénierie,Ghardaïa,Master,18,CDI,5,"Contrat: CDI. Localisation: Ghardaïa. Département: Engineering. En tant que Mid Risk Manager, vous serez amené à gérer les processus. Expérience requise: 10-11 ans. Éducation: Master, 18 ans.",Formation continue,50205,"Inventory Control, Supply Chain Management, Quality Control, Logistics, Lean Management, Process Optimization",10,11
Security Officer,,Research & Development,Lead,2024-11-11,14 December 2024,2024-12-14,Finance,El Oued,Licence,16,Freelance,3,"Contrat: Freelance. Localisation: El Oued. Département: Finance. As Lead Security Officer, you'll lead key projects. En tant que Lead Security Officer, vous serez amené à développer les systèmes.","Prime performance, Horaires flexibles, Assurance santé",50655,"Cloud Computing, C++, SQL, Machine Learning, Java",10,20
