employee_id,age,gender,job_title,department,experience_years,current_salary_dzd,skills
EMP2XSOHU,51,Male,Technicien en Maintenance,Customer Experience,2,64561,"Teamwork, Communication, Dentistry, Leadership, Piloting"
EMPXE0AGZ,51,Female,Opératrice  commercial (télévendeuse),Corporate Affairs,2,51159,"Time Management, Problem Solving, Piloting, Leadership"
EMPRGW1SH,51,Female,Digital Manager Junior,Customer Experience,5,55201,"Communication, Problem Solving, Piloting, Photography, Beekeeping"
EMPVE2IDB,39,Male,Tax technician,Customer Experience,2,76603,"Communication, Teamwork, Woodworking"
EMPJKSM8L,33,Male,Architecte,Innovation,1,62723,"Leadership, Time Management, Photography, Leadership"
EMPBPU8A5,37,Male,Leader Developer,Public Relations,2,63476,"Problem Solving, Teamwork, Beekeeping, Photography"
EMPRGTNE8,56,Male,Chargé Marketing Opérationnel,Innovation,3,70646,"Communication, Time Management, Leadership, Communication"
EMP6YWX3N,32,Male,Comptable / Financier,Business Intelligence,0,52463,"Time Management, Teamwork, Woodworking, Woodworking, Teamwork"
EMPZ9IUTD,26,Male,CADRE COMMERCIAL ( GERANT DE MAGASIN D'HABILLEMENT),Research & Development,7,64343,"Leadership, Teamwork, Time Management"
EMPHQVPDR,22,Female,Responsable juridique,Research & Development,5,81831,"Communication, Problem Solving, Problem Solving, Communication"
EMPE4S0WJ,55,Male,Chargée d'Accueil et d'Orientation,Data Protection,6,78906,"Teamwork, Leadership, Leadership, Piloting"
EMPMSHQ63,27,Female,Créateur de contenu,Research & Development,4,72185,"Leadership, Time Management, Dentistry"
EMPGGA2QB,59,Female,Gestionnaire Administratif,Corporate Affairs,0,31945,"Leadership, Time Management, Culinary Arts, Dentistry, Time Management"
EMPR7G56E,54,Male,Responsable Méthode SAV,Quality Control,6,71220,"Leadership, Problem Solving, Time Management"
EMPU906LU,50,Male,Graphiste Senior 2D ( impression et finalisation),Investor Relations,1,66075,"Teamwork, Time Management, Culinary Arts"
EMPWZ8JCZ,52,Male,Assistante du Directeur Général,Investor Relations,4,61750,"Time Management, Communication, Beekeeping, Piloting"
EMP4JPMKB,57,Female,Responsable Achats,Procurement,2,51506,"Leadership, Problem Solving, Beekeeping"
EMPUCYEKP,33,Male, Commercial,Data Protection,3,48115,"Time Management, Communication, Photography, Culinary Arts, Leadership"
EMPGU3JIU,24,Female,Agent de nettoiement et d'entretien,Investor Relations,0,43964,"Problem Solving, Teamwork, Beekeeping, Communication"
EMPDXFX7Q,35,Male,support IT -Admin réseau,Research & Development,6,77667,"Leadership, Time Management, Dentistry, Communication"
EMPPQAFGE,41,Female,Carrossier Peintre,Health & Safety,1,53671,"Communication, Leadership, Woodworking"
EMP06BL7Q,36,Male,Visiteur Médical ( Alger Centre et Ouest),Public Relations,4,82361,"Leadership, Teamwork, Photography"
EMP0SGJZ3,25,Female,Comptable,Corporate Affairs,2,67366,"Communication, Teamwork, Communication, Beekeeping"
EMPHKEUAU,58,Female,Délégué Commercial,Innovation,2,58448,"Leadership, Time Management, Time Management"
EMP20HVN1,56,Female,HVAC & Chiller Supervisor,Data Protection,5,78076,"Leadership, Communication, Culinary Arts"
EMPLAVXTG,48,Male,Hôtesse d'Accueil,Customer Experience,4,67029,"Problem Solving, Time Management, Photography"
EMPGXP94G,25,Male,Ingénieur méthode,Corporate Affairs,3,74554,"Communication, Problem Solving, Photography, Teamwork"
EMPI5Y732,47,Female,Machiniste,Health & Safety,1,34846,"Leadership, Problem Solving, Time Management"
EMPFQUU8G,58,Male,Ingénieur en Génie Civil,Quality Control,2,56020,"Time Management, Leadership, Piloting, Communication"
EMPOQI9OY,55,Male,Chargé des affaires juridiques et administratives,Innovation,1,56977,"Problem Solving, Time Management, Problem Solving, Dentistry"
EMP5SLLUB,36,Female,Juriste,Procurement,2,24908,"Teamwork, Communication, Dentistry, Beekeeping"
EMP6Y2VBI,23,Female,Assistant(e) de direction achat,Quality Control,7,76126,"Problem Solving, Communication, Culinary Arts"
EMPGN3EJ4,38,Male,Chef de Dépôt,Corporate Affairs,3,70164,"Communication, Problem Solving, Culinary Arts, Piloting"
EMPRUHHFB,54,Female,GESTIONNAIRES RESSOURCES HUMAINES,Research & Development,1,66411,"Teamwork, Time Management, Dentistry, Piloting"
EMPT5B06K,27,Female,Aide Opérateur de Production (Système rotation),Business Intelligence,0,50156,"Time Management, Teamwork, Culinary Arts, Teamwork"
EMPP4XOCS,29,Male,Directeur de production (H/F),Quality Control,4,71108,"Time Management, Problem Solving, Piloting, Beekeeping"
EMPK8ERCA,58,Female,Analyste Conformité de la Sécurité Informatique et la Cyber Sécurité,Procurement,4,56673,"Problem Solving, Teamwork, Piloting, Leadership, Time Management"
EMPUR2TQ5,32,Female,Monteur en électricité Bâtiment,Quality Control,4,63504,"Time Management, Teamwork, Diving, Beekeeping"
EMP5HNGY3,34,Female,Caissier (H-F) Caisse centrale,Corporate Affairs,4,70127,"Communication, Time Management, Photography, Time Management, Photography"
EMPCYRSUR,45,Male,Chef de projet bâtiment,Health & Safety,6,63582,"Teamwork, Problem Solving, Diving, Dentistry"
EMPBMD62E,25,Female,Marketing Spécialiste,Quality Control,5,66943,"Time Management, Problem Solving, Diving"
EMP2VAX1C,23,Female,Astronaut,Research & Development,37,766518,"Leadership, Teamwork, Photography, Piloting"
EMPOEE1MX,38,Male,Télé-opératrice (s),Public Relations,4,38072,"Problem Solving, Communication, Dentistry, Communication"
EMPXAGLZL,41,Female,Coordinateur Support IT,Customer Experience,1,81445,"Teamwork, Leadership, Diving, Communication"
EMPQPBUCV,34,Male,Délégué Hospitalier / PS Product specialist,Sustainability,5,67995,"Communication, Problem Solving, Teamwork, Photography"
EMP6I4B5Z,41,Female,Réceptionniste,Procurement,4,56698,"Time Management, Communication, Teamwork, Piloting"
EMP4RK3Q3,55,Male,AGENT D'ENTRETIEN POLYVALENT,Customer Experience,5,56642,"Communication, Problem Solving, Dentistry"
EMP5UAFCS,57,Female,Ingénieurs en mécanique option construction,Sustainability,0,60537,"Problem Solving, Leadership, Culinary Arts"
EMPB75VOU,32,Male,Assistant de direction (homme),Health & Safety,2,71451,"Teamwork, Communication, Photography, Leadership"
EMPAAP1GP,57,Female,Ingénieur consultant,Corporate Affairs,5,64897,"Teamwork, Communication, Woodworking"
EMP8QEHE4,36,Female,Gestionnaire de Stocks,Business Intelligence,7,49594,"Teamwork, Leadership, Piloting, Beekeeping"
EMPP59OGP,51,Female,Délégués Médico-Commerciaux - Alger-,Quality Control,3,64342,"Time Management, Leadership, Photography, Problem Solving"
EMPJSIIJ9,41,Female,Chargé des Opérations,Sustainability,3,58869,"Problem Solving, Teamwork, Woodworking, Piloting"
EMPJJ4J93,54,Female,Machiniste,Customer Experience,0,62164,"Time Management, Problem Solving, Leadership, Communication"
EMPXDD8LE,45,Male,MAGASINER,Investor Relations,5,63844,"Teamwork, Time Management, Culinary Arts, Culinary Arts"
EMPK5XOFF,51,Female,Chef de Département Gestion des Ressources Humaines,Quality Control,2,59259,"Teamwork, Problem Solving, Problem Solving"
EMPZBI9YY,32,Female,Leader Developer,Procurement,7,62738,"Time Management, Teamwork, Piloting"
EMPP4DRHZ,33,Male,Coordinateur Système Mangement Qualité,Health & Safety,1,70338,"Problem Solving, Leadership, Teamwork, Beekeeping"
EMP7JLLJ6,49,Female,conducteur de machine d'injection en plastique.,Research & Development,4,46589,"Teamwork, Problem Solving, Dentistry, Culinary Arts"
EMP8MTJ31,40,Female,Responsable de sécurité des systèmes d'information. RSSI,Customer Experience,10,76917,"Teamwork, Leadership, Time Management, Beekeeping"
EMPNZOPEM,28,Male,Ouvrier Qualifié,Public Relations,0,54173,"Leadership, Communication, Piloting, Leadership"
EMPZSICOZ,28,Female,Analyste Financier Senior & Data Scientist,Research & Development,3,68499,"Time Management, Leadership, Dentistry"
EMPQU842Z,48,Female,Chef d'équipe utilités,Procurement,4,77768,"Leadership, Time Management, Communication"
EMPKW7DLQ,41,Female,Zookeeper,Customer Experience,18,165142,"Problem Solving, Teamwork, Woodworking, Diving, Problem Solving"
EMPA2RTXH,46,Male,Ingénieur d'Etudes et développement SI,Investor Relations,3,75291,"Teamwork, Communication, Piloting, Leadership"
EMPVIB9W4,56,Female,Ingénieur en Informatique,Customer Experience,4,59793,"Communication, Time Management, Beekeeping"
EMPQZ8E9E,48,Male,Cuisinier,Procurement,2,68741,"Teamwork, Problem Solving, Diving"
EMPS2TQ60,55,Female,Technicien(ne) Contrôle Qualité,Procurement,3,58000,"Problem Solving, Communication, Photography, Time Management"
EMP61ZHZH,35,Male,Chef d'agence,Sustainability,6,77013,"Teamwork, Problem Solving, Leadership, Photography"
EMPHM9PXM,31,Female,CHEF DE GROUPE SECURITE,Investor Relations,2,48458,"Communication, Teamwork, Communication"
EMPCOXTTY,27,Female,Assistante du Directeur Général,Corporate Affairs,1,54649,"Communication, Teamwork, Dentistry, Leadership"
EMP5VYHW0,38,Male,Commis de salle - Serveur,Customer Experience,3,56318,"Leadership, Teamwork, Photography, Communication, Time Management"
EMP5AOBXI,50,Male,Ingénieur d'Etudes en Développement BI (Business Intelligence),Innovation,2,66872,"Time Management, Communication, Woodworking, Beekeeping"
EMPCCH5RA,48,Male,Déclarant en Douane Principal et Responsable des Opérations,Customer Experience,3,68274,"Time Management, Problem Solving, Diving, Photography"
EMPFNF1A6,31,Female,Chauffeur Navette,Corporate Affairs,10,53044,"Communication, Leadership, Diving, Woodworking"
EMPNASMNT,49,Female,Chargé comptablité et finance,Sustainability,1,60115,"Leadership, Time Management, Problem Solving, Teamwork"
EMP1AUOEX,24,Female,Ingénieur Technico-Commercial – Spécialiste en Estimations,Sustainability,4,61970,"Time Management, Communication, Culinary Arts, Problem Solving"
EMP7HD3B1,41,Female,"Responsable Technique (Systèmes, Infrastructure et Réseau)",Research & Development,4,85558,"Teamwork, Leadership, Woodworking, Beekeeping"
EMP38DOXA,32,Male,Cadre Chargé de la Formation,Data Protection,2,67965,"Problem Solving, Time Management, Piloting, Diving, Beekeeping"
EMP013KZZ,34,Female,Chargée de Logistique,Business Intelligence,3,59862,"Communication, Teamwork, Culinary Arts"
EMPEFUAY3,44,Male,Ingénier En Mecanique HVAC Senior,Investor Relations,4,80341,"Communication, Teamwork, Leadership, Communication"
EMPOVEYHG,54,Female,Ingénieur en équipements (bâtiments),Innovation,12,84720,"Teamwork, Problem Solving, Photography, Time Management"
EMPVGIYMM,44,Female,LIAD ORAN : Professeur des lettres modernes (H/F) rentrée 2024,Data Protection,5,65415,"Leadership, Time Management, Leadership, Woodworking"
EMPYQUI1X,41,Female,agents téléconseiller ( service clients ),Public Relations,3,63357,"Communication, Leadership, Diving, Teamwork"
EMPHEPZBN,25,Female,Comptable Senior,Customer Experience,4,81562,"Leadership, Communication, Leadership, Photography"
EMPD2609P,46,Female,Délégué Commercial,Public Relations,2,64177,"Leadership, Problem Solving, Piloting, Dentistry"
EMP0RLBRJ,29,Female,Stock Keeper,Health & Safety,4,76902,"Communication, Teamwork, Woodworking, Diving"
EMPPE6RQE,44,Male,Conducteur d'engin,Investor Relations,3,57830,"Teamwork, Communication, Dentistry"
EMPG5O7CI,45,Female,représentant commercial  véhiculé,Business Intelligence,4,60886,"Problem Solving, Teamwork, Beekeeping, Photography, Problem Solving"
EMP838TWT,38,Female,Coordinateur Maintenance,Quality Control,2,54649,"Communication, Time Management, Woodworking, Diving, Woodworking"
EMPGRF1EB,24,Female,Commercial,Corporate Affairs,2,73634,"Time Management, Teamwork, Woodworking, Photography"
EMPJ0PG52,33,Female,Comptable Senior,Business Intelligence,6,67030,"Communication, Teamwork, Time Management"
EMPM5ZLLA,60,Male,Opérateur Souffleuse (Expérimenté),Sustainability,6,52443,"Leadership, Communication, Culinary Arts, Time Management"
EMPSF049V,38,Female,Superviseur Visa Call Center,Sustainability,3,33737,"Communication, Time Management, Woodworking, Photography, Communication"
EMPQOMVGP,27,Female,Product Specialist,Customer Experience,11,72934,"Communication, Teamwork, Culinary Arts, Communication"
EMP4P3NU2,51,Male,Agent de Sécurité,Investor Relations,3,61172,"Time Management, Leadership, Piloting"
EMPEJ7AL6,33,Female,Agent de Recouvrement,Investor Relations,6,69132,"Problem Solving, Communication, Photography"
EMPQOAEAA,30,Female,Oracle ERP Developer,Customer Experience,11,76486,"Communication, Problem Solving, Communication"
EMPR4TLB2,47,Female,Community Manager Senior,Customer Experience,2,75899,"Teamwork, Problem Solving, Problem Solving, Woodworking"
EMP018AN8,44,Male,Responsable des relations de travail et du Reporting,Data Protection,7,69072,"Problem Solving, Time Management, Leadership, Woodworking"
EMPTRCWYM,57,Female,Agent Commercial,Public Relations,6,52635,"Communication, Time Management, Communication"
EMPPSHOPK,36,Female,Agent Front Office/ Réceptionniste,Investor Relations,1,51925,"Problem Solving, Teamwork, Dentistry, Communication, Problem Solving"
EMPQ3F6LF,45,Female,Contrôleur de Gestion Industriel,Business Intelligence,3,64828,"Problem Solving, Communication, Woodworking"
EMPL0B4JQ,38,Female,RESPONSABLE MANAGMENT QUALITE,Quality Control,11,72990,"Time Management, Teamwork, Leadership, Dentistry"
EMPGNGF0F,42,Male,Chargé de Clientèle Corporate (Sidi Bel Abbes),Corporate Affairs,1,53247,"Time Management, Teamwork, Woodworking, Communication"
EMPIG5Q4N,31,Male,Traductreur (ice)/ Interprète Turc,Research & Development,7,51670,"Time Management, Communication, Woodworking, Time Management"
EMP55O9I4,55,Female,Office Manager,Sustainability,6,77308,"Time Management, Communication, Culinary Arts, Diving, Time Management"
EMPYSIJBV,36,Male,Hydraulicien Engins de chantier,Public Relations,8,62229,"Leadership, Communication, Beekeeping"
EMPYT5KW1,33,Male,Superviseur des ventes,Investor Relations,7,60614,"Time Management, Problem Solving, Woodworking, Diving, Woodworking"
EMPQLHLJK,54,Female,HR Executive,Public Relations,2,35047,"Teamwork, Time Management, Photography"
EMPK69H94,23,Female,Cadre Statistique,Public Relations,6,54807,"Leadership, Problem Solving, Culinary Arts, Leadership, Teamwork"
EMPGPDVD7,31,Male,Chargé(e) des Moyens Généraux,Research & Development,2,33131,"Time Management, Leadership, Woodworking, Culinary Arts"
EMPCR2Q5T,39,Male,Gestionnaire de Clientèle Particuliers & Professionnels (H/F),Investor Relations,0,76217,"Leadership, Problem Solving, Dentistry, Photography"
EMPRHAAHU,42,Male,Responsable d'exploitation,Procurement,17,75855,"Teamwork, Problem Solving, Dentistry, Leadership"
EMPWUN52Y,36,Male,Chargé (e) des Achats,Innovation,1,29670,"Teamwork, Leadership, Woodworking, Teamwork"
EMPPOJOXH,48,Female,Instructeur et Assistant clientèle,Investor Relations,3,59184,"Leadership, Problem Solving, Dentistry, Photography, Diving"
EMP1JO691,37,Male,Négociateur ,Public Relations,4,50296,"Leadership, Time Management, Photography"
EMPPVT6R1,32,Female,Chargé de la Trésorerie (H/F),Public Relations,5,58404,"Leadership, Communication, Diving, Piloting"
EMPRZ3VKR,33,Female,CADRE RH,Data Protection,2,76929,"Time Management, Communication, Communication, Photography"
EMP37K0G4,29,Male,Gestionnaire des Ressources Humaines,Business Intelligence,2,54912,"Leadership, Communication, Beekeeping"
EMPWO50BG,51,Female,Cadre financier,Quality Control,4,59640,"Problem Solving, Leadership, Photography"
EMPNH81AX,32,Male,Responsable Qualité Fournisseurs & Clients ( Qualité Supply Chain),Research & Development,5,70511,"Time Management, Leadership, Dentistry, Time Management, Culinary Arts"
EMPOG650L,37,Female,Responsable des Achats,Customer Experience,6,68607,"Leadership, Communication, Diving, Culinary Arts"
EMPERU0HX,56,Female,Marketing Director,Quality Control,5,90440,"Teamwork, Leadership, Culinary Arts, Leadership, Woodworking"
EMPGX1QSM,54,Female,Secritaire De Direction,Sustainability,1,68816,"Teamwork, Communication, Diving, Communication"
EMPUFZII5,51,Male,Commercial,Research & Development,5,59806,"Time Management, Problem Solving, Beekeeping, Teamwork"
EMP7ULABT,24,Male,Superviseur des Ventes,Customer Experience,6,73483,"Problem Solving, Leadership, Woodworking, Time Management"
EMP1SV515,45,Male,Commercial / Démarcheur,Procurement,12,73317,"Time Management, Problem Solving, Problem Solving"
EMPBJ9RAZ,55,Female,Chargé Bureau Méthode,Research & Development,4,76940,"Time Management, Problem Solving, Piloting, Communication"
EMPX057SL,33,Male,Opérateur sur machine,Data Protection,4,67962,"Problem Solving, Teamwork, Leadership"
EMP110Q7J,56,Male,Technicien SAV engins,Public Relations,12,77552,"Problem Solving, Time Management, Diving, Dentistry"
EMP05X59O,32,Female,Chef de Ligne de Production,Public Relations,6,74955,"Leadership, Time Management, Time Management, Beekeeping"
EMPV177M1,43,Male,Opérateur Commerciale,Innovation,3,74241,"Leadership, Communication, Teamwork, Diving"
EMPIVNPN3,31,Male,MAGASINIER PIECE DE RECHANGE,Procurement,6,65319,"Time Management, Teamwork, Piloting, Time Management, Diving"
EMP10V7OL,26,Female,Infographe Maquettiste,Research & Development,4,73509,"Communication, Time Management, Diving, Photography"
