skills,experience,salary,location,job_interest,sector,education_level,job_id,Approximate Years of Education,education_years,job_type
"Mentoring, Teaching, E-Learning, Assessment, Curriculum Design, Classroom Management",3,135933,Algiers,Education,Education,Ingénieur,11385,17.0,17,Full-time
"Networking, Virtualization, Linux",1,126086,Annaba,System Administration,Information Technology,Bachelor's,11386,12.0,15,Full-time
"Assessment, Curriculum Design, E-Learning, Teaching, Mentoring, Classroom Management",4,110777,Ghardaia,Education,Education,Technical Diploma,11387,,14,Full-time
"Irrigation, Pest Control, Crop Management, Tractor Operation, Soil Testing, Agro-tech",2,159249,Skikda,Agriculture,Agriculture,High School,11388,9.0,12,Full-time
"Scripting, Networking, Virtualization, Security, Windows Server, Linux",2,61813,Sidi Bel Abbès,System Administration,Information Technology,High School,11389,9.0,12,Full-time
"Inventory Management, Warehouse Ops, Routing",14,71430,M'Sila,Logistics,Supply Chain,High School,11390,9.0,12,Full-time
"Curriculum Design, Classroom Management, E-Learning, Mentoring, Teaching",2,103658,M'Sila,Education,Education,High School,11391,9.0,12,Full-time
"Java, Git, SQL",2,118069,M'Sila,Software Engineering,Information Technology,Master's,11392,17.0,17,Full-time
"Linux, Windows Server, Virtualization, Security, Networking",6,77900,Tipaza,System Administration,Information Technology,Master's,11393,17.0,17,Full-time
"SIEM, Network Security, Ethical Hacking, Penetration Testing",5,84495,Tlemcen,Cybersecurity,Information Technology,Ingénieur,11394,17.0,17,Full-time
"Blueprint Reading, Design, Project Management, AutoCAD, MATLAB",4,53165,M'Sila,Engineering,Engineering,Ingénieur,11395,17.0,17,Full-time
"React, WordPress, Node.js, CSS, HTML, JavaScript",2,136657,Annaba,Web Development,Information Technology,No Formal Education,11396,0.0,0,Full-time
"CSS, WordPress, React, Node.js",3,75806,Biskra,Web Development,Information Technology,Technical Diploma,11397,,14,Full-time
"Virtualization, Security, Linux, Windows Server, Networking, Scripting",2,90295,Relizane,System Administration,Information Technology,Ingénieur,11398,17.0,17,Full-time
"Warehouse Ops, Routing, Inventory Management",4,153278,Mostaganem,Logistics,Supply Chain,Bachelor's,11399,12.0,15,Full-time
"UI/UX, Photoshop, 3D Modeling, Illustrator, Creativity, Graphic Design",2,124412,Ouargla,Art & Design,Creative,Master's,11400,17.0,17,Full-time
"AutoCAD, Blueprint Reading, Project Management, SolidWorks, MATLAB",6,48267,Skikda,Engineering,Engineering,Bachelor's,11401,12.0,15,Full-time
"Safety Procedures, Site Management, Blueprint Reading, Masonry, Plumbing, Carpentry",8,72033,Setif,Construction,Construction,Bachelor's,11402,12.0,15,Full-time
"Blueprint Reading, MATLAB, AutoCAD, Project Management, Design, SolidWorks",3,54435,Skikda,Engineering,Engineering,Doctorate,11403,20.0,20,Full-time
"Excel, Accounting, Budgeting",8,76346,Sidi Bel Abbès,Finance,Business,Bachelor's,11404,12.0,15,Full-time
"AutoCAD, Blueprint Reading, Project Management",7,99393,Setif,Engineering,Engineering,No Formal Education,11405,0.0,0,Full-time
"Copywriting, Branding, Google Ads, Content Creation",4,46455,Tizi Ouzou,Marketing,Business,Doctorate,11406,20.0,20,Full-time
"REST, Java, Python, C++, JavaScript",4,47755,Relizane,Software Engineering,Information Technology,Master's,11407,17.0,17,Full-time
"Anatomy, Patient Care, EMR, Medical Terminology, CPR",1,78468,Bordj Bou Arreridj,Healthcare,Health,Technical Diploma,11408,,14,Full-time
"Scripting, Virtualization, Windows Server, Networking, Security",12,154797,Blida,System Administration,Information Technology,Master's,11409,17.0,17,Full-time
"Event Planning, Food Safety, Reservation Systems",1,126594,Mostaganem,Hospitality,Tourism & Hospitality,Bachelor's,11410,12.0,15,Full-time
"Java, C++, Spring",7,48297,Skikda,Software Engineering,Information Technology,Technical Diploma,11411,,14,Full-time
"Fleet Management, Warehouse Ops, Inventory Management, Routing",9,192141,Biskra,Logistics,Supply Chain,Master's,11412,17.0,17,Full-time
"Creativity, Illustrator, Graphic Design, Photoshop, 3D Modeling",1,145241,Bordj Bou Arreridj,Art & Design,Creative,High School,11413,9.0,12,Full-time
"Case Management, Legal Research, Contracts, Regulatory Compliance",1,152248,Relizane,Legal,Legal,Technical Diploma,11414,,14,Full-time
"JavaScript, Responsive Design, React, WordPress, CSS, HTML",13,61464,Biskra,Web Development,Information Technology,Ingénieur,11415,17.0,17,Full-time
"Masonry, Plumbing, Carpentry, Safety Procedures, Site Management",13,85364,Batna,Construction,Construction,Doctorate,11416,20.0,20,Full-time
"Food Safety, Front Desk, Reservation Systems, Customer Service, Event Planning",15,78099,Tipaza,Hospitality,Tourism & Hospitality,Doctorate,11417,20.0,20,Full-time
"Inventory Management, Fleet Management, Warehouse Ops",2,116766,Chlef,Logistics,Supply Chain,Master's,11418,17.0,17,Full-time
"SQL, Git, Spring, Java",15,66347,Chlef,Software Engineering,Information Technology,Technical Diploma,11419,,14,Full-time
"WordPress, React, CSS, HTML, JavaScript, Responsive Design",8,149003,Ghardaia,Web Development,Information Technology,Master's,11420,17.0,17,Full-time
"Forensics, SIEM, Penetration Testing",1,82402,Sidi Bel Abbès,Cybersecurity,Information Technology,No Formal Education,11421,0.0,0,Full-time
"Excel, Budgeting, Investment, Risk Management, Accounting",3,100559,Tipaza,Finance,Business,Ingénieur,11422,17.0,17,Full-time
"Windows Server, Security, Scripting",2,151299,Algiers,System Administration,Information Technology,Doctorate,11423,20.0,20,Full-time
"Teaching, Classroom Management, Mentoring, Assessment, E-Learning, Curriculum Design",8,89771,Biskra,Education,Education,Ingénieur,11424,17.0,17,Full-time
"Node.js, WordPress, React",3,81092,Bejaia,Web Development,Information Technology,Doctorate,11425,20.0,20,Full-time
"Supply Chain, Routing, Warehouse Ops, Fleet Management, Inventory Management",4,102946,Mostaganem,Logistics,Supply Chain,Ingénieur,11426,17.0,17,Full-time
"Copywriting, Branding, SEO",8,125313,Bejaia,Marketing,Business,Master's,11427,17.0,17,Full-time
"UI/UX, Graphic Design, Photoshop, Creativity",4,106619,Oran,Art & Design,Creative,Doctorate,11428,20.0,20,Full-time
"Regulatory Compliance, Contracts, Litigation, Negotiation, Legal Research",8,92878,Tlemcen,Legal,Legal,Technical Diploma,11429,,14,Full-time
"CPR, Medical Terminology, Anatomy, EMR, Phlebotomy",13,175403,Algiers,Healthcare,Health,No Formal Education,11430,0.0,0,Full-time
"Copywriting, Google Ads, Analytics, SEO",2,136303,Tlemcen,Marketing,Business,Bachelor's,11431,12.0,15,Full-time
"Graphic Design, 3D Modeling, Photoshop, Creativity",9,66448,Sidi Bel Abbès,Art & Design,Creative,Doctorate,11432,20.0,20,Full-time
"Pandas, TensorFlow, Statistics, SQL, Data Visualization",3,87513,Algiers,Data Science,Information Technology,Doctorate,11433,20.0,20,Full-time
"Safety Procedures, Blueprint Reading, Masonry, Plumbing, Site Management",2,66871,Tizi Ouzou,Construction,Construction,Master's,11434,17.0,17,Full-time
"Creativity, Photoshop, Graphic Design, Illustrator",2,101530,Bejaia,Art & Design,Creative,Master's,11435,17.0,17,Full-time
"Pandas, Statistics, Python",2,147805,M'Sila,Data Science,Information Technology,Ingénieur,11436,17.0,17,Full-time
"Virtualization, Security, Networking, Scripting",1,164869,Mostaganem,System Administration,Information Technology,No Formal Education,11437,0.0,0,Full-time
"Negotiation, Sales Forecasting, Cold Calling, CRM, Lead Generation",5,127159,Bejaia,Sales,Business,Bachelor's,11438,12.0,15,Full-time
"Patient Care, Medical Terminology, Anatomy, Phlebotomy",2,127846,Sidi Bel Abbès,Healthcare,Health,No Formal Education,11439,0.0,0,Full-time
"Medical Terminology, Anatomy, Patient Care, EMR, Phlebotomy, CPR",14,42214,M'Sila,Healthcare,Health,Technical Diploma,11440,,14,Full-time
"React, CSS, HTML, JavaScript",2,81155,Bordj Bou Arreridj,Web Development,Information Technology,High School,11441,9.0,12,Full-time
"CPR, Anatomy, Phlebotomy, Medical Terminology, EMR, Patient Care",9,87785,Constantine,Healthcare,Health,No Formal Education,11442,0.0,0,Full-time
"Warehouse Ops, Supply Chain, Inventory Management",2,85393,Sidi Bel Abbès,Logistics,Supply Chain,Master's,11443,17.0,17,Full-time
"UI/UX, Photoshop, Illustrator",11,78122,Ghardaia,Art & Design,Creative,High School,11444,9.0,12,Full-time
"Network Security, SIEM, Forensics, Firewalls",2,154875,Sidi Bel Abbès,Cybersecurity,Information Technology,Doctorate,11445,20.0,20,Full-time
"Teaching, E-Learning, Classroom Management, Assessment, Curriculum Design",15,63683,Tizi Ouzou,Education,Education,Bachelor's,11446,12.0,15,Full-time
"Curriculum Design, Assessment, E-Learning, Teaching, Classroom Management, Mentoring",1,114325,M'Sila,Education,Education,Technical Diploma,11447,,14,Full-time
"Branding, Google Ads, Copywriting",2,56122,Oran,Marketing,Business,No Formal Education,11448,0.0,0,Full-time
"Case Management, Contracts, Litigation, Regulatory Compliance, Negotiation",9,144874,Bejaia,Legal,Legal,Master's,11449,17.0,17,Full-time
"Blueprint Reading, Design, MATLAB, SolidWorks",13,105520,Ouargla,Engineering,Engineering,Doctorate,11450,20.0,20,Full-time
"Teaching, E-Learning, Mentoring, Assessment",2,173862,Bejaia,Education,Education,Master's,11451,17.0,17,Full-time
"Site Management, Carpentry, Masonry",8,117158,Bejaia,Construction,Construction,No Formal Education,11452,0.0,0,Full-time
"Illustrator, 3D Modeling, Photoshop, UI/UX, Creativity",1,127832,Relizane,Art & Design,Creative,Ingénieur,11453,17.0,17,Full-time
"Customer Service, Cold Calling, Lead Generation",6,170275,Batna,Sales,Business,High School,11454,9.0,12,Full-time
"Sales Forecasting, Cold Calling, Customer Service, CRM, Negotiation, Lead Generation",10,63271,Annaba,Sales,Business,High School,11455,9.0,12,Full-time
"Linux, Security, Virtualization, Networking",12,89114,Tizi Ouzou,System Administration,Information Technology,High School,11456,9.0,12,Full-time
"Inventory Management, Routing, Supply Chain",2,189204,Mostaganem,Logistics,Supply Chain,Technical Diploma,11457,,14,Full-time
"Case Management, Contracts, Litigation",11,145585,Annaba,Legal,Legal,Technical Diploma,11458,,14,Full-time
"Classroom Management, E-Learning, Teaching, Curriculum Design, Mentoring, Assessment",1,126248,Bordj Bou Arreridj,Education,Education,Ingénieur,11459,17.0,17,Full-time
"Cold Calling, Negotiation, Sales Forecasting",14,57918,Algiers,Sales,Business,No Formal Education,11460,0.0,0,Full-time
"Java, JavaScript, REST, SQL, Django",1,76836,Tipaza,Software Engineering,Information Technology,Bachelor's,11461,12.0,15,Full-time
"Site Management, Plumbing, Safety Procedures",11,155719,Mostaganem,Construction,Construction,Doctorate,11462,20.0,20,Full-time
"Budgeting, Financial Analysis, Risk Management, Excel, Auditing",2,65210,Constantine,Finance,Business,Master's,11463,17.0,17,Full-time
"CPR, EMR, Medical Terminology, Anatomy, Phlebotomy",1,135203,Annaba,Healthcare,Health,High School,11464,9.0,12,Full-time
"Blueprint Reading, SolidWorks, MATLAB, Design, Project Management, AutoCAD",15,48766,Biskra,Engineering,Engineering,No Formal Education,11465,0.0,0,Full-time
"Litigation, Case Management, Contracts, Negotiation, Legal Research",10,105467,Batna,Legal,Legal,Master's,11466,17.0,17,Full-time
"Financial Analysis, Excel, Accounting",2,59144,Batna,Finance,Business,Technical Diploma,11467,,14,Full-time
"Phlebotomy, Anatomy, EMR, Patient Care",7,107224,Chlef,Healthcare,Health,No Formal Education,11468,0.0,0,Full-time
"Django, Git, Spring, SQL, C++, JavaScript",2,81827,Skikda,Software Engineering,Information Technology,High School,11469,9.0,12,Full-time
"Food Safety, Customer Service, Front Desk, Reservation Systems",8,81664,Tipaza,Hospitality,Tourism & Hospitality,Master's,11470,17.0,17,Full-time
"CRM, Sales Forecasting, Negotiation, Customer Service",1,66982,Relizane,Sales,Business,High School,11471,9.0,12,Full-time
"Financial Analysis, Accounting, Risk Management, Investment, Excel, Auditing",5,141788,Biskra,Finance,Business,Bachelor's,11472,12.0,15,Full-time
"Virtualization, Scripting, Networking, Security, Windows Server, Linux",3,102248,Oran,System Administration,Information Technology,Doctorate,11473,20.0,20,Full-time
"Risk Management, Excel, Investment, Auditing, Financial Analysis, Budgeting",11,103388,Algiers,Finance,Business,Bachelor's,11474,12.0,15,Full-time
"Classroom Management, Teaching, Assessment, Curriculum Design, Mentoring, E-Learning",3,108713,Tlemcen,Education,Education,No Formal Education,11475,0.0,0,Full-time
"Accounting, Auditing, Financial Analysis",5,96992,Ghardaia,Finance,Business,High School,11476,9.0,12,Full-time
"Irrigation, Agro-tech, Tractor Operation, Crop Management, Soil Testing, Pest Control",2,126143,Annaba,Agriculture,Agriculture,Ingénieur,11477,17.0,17,Full-time
"Plumbing, Masonry, Carpentry, Site Management",13,63419,Setif,Construction,Construction,Doctorate,11478,20.0,20,Full-time
"Social Media, Branding, Analytics, Content Creation, Copywriting, SEO",6,68510,Constantine,Marketing,Business,Bachelor's,11479,12.0,15,Full-time
"Node.js, CSS, JavaScript",4,98348,Skikda,Web Development,Information Technology,Ingénieur,11480,17.0,17,Full-time
"CRM, Customer Service, Sales Forecasting",1,85769,Setif,Sales,Business,No Formal Education,11481,0.0,0,Full-time
"Inventory Management, Warehouse Ops, Fleet Management, Routing",2,159857,Algiers,Logistics,Supply Chain,Master's,11482,17.0,17,Full-time
"Customer Service, Reservation Systems, Event Planning, Food Safety",6,132030,Mostaganem,Hospitality,Tourism & Hospitality,High School,11483,9.0,12,Full-time
"Site Management, Masonry, Blueprint Reading, Safety Procedures, Carpentry",7,171070,Sidi Bel Abbès,Construction,Construction,High School,11484,9.0,12,Full-time
"Food Safety, Customer Service, Reservation Systems, Event Planning, Front Desk",4,56977,Relizane,Hospitality,Tourism & Hospitality,Technical Diploma,11485,,14,Full-time
"React, Responsive Design, Node.js, HTML",4,84074,Tizi Ouzou,Web Development,Information Technology,High School,11486,9.0,12,Full-time
"Anatomy, Medical Terminology, Phlebotomy, CPR",1,58376,Chlef,Healthcare,Health,No Formal Education,11487,0.0,0,Full-time
"CRM, Cold Calling, Customer Service, Sales Forecasting",4,72239,Setif,Sales,Business,High School,11488,9.0,12,Full-time
"Teaching, Assessment, E-Learning, Curriculum Design, Classroom Management, Mentoring",3,115069,Tizi Ouzou,Education,Education,Bachelor's,11489,12.0,15,Full-time
"Responsive Design, JavaScript, HTML, WordPress, React, CSS",1,92915,Biskra,Web Development,Information Technology,Technical Diploma,11490,,14,Full-time
"Site Management, Blueprint Reading, Carpentry",2,45604,Bejaia,Construction,Construction,Master's,11491,17.0,17,Full-time
"WordPress, Node.js, React, Responsive Design",2,121611,M'Sila,Web Development,Information Technology,Bachelor's,11492,12.0,15,Full-time
"Customer Service, Food Safety, Reservation Systems",6,96313,Sidi Bel Abbès,Hospitality,Tourism & Hospitality,Ingénieur,11493,17.0,17,Full-time
"Anatomy, EMR, CPR, Patient Care, Phlebotomy",1,62147,Blida,Healthcare,Health,High School,11494,9.0,12,Full-time
"Case Management, Regulatory Compliance, Negotiation, Contracts, Litigation",1,142966,Biskra,Legal,Legal,Master's,11495,17.0,17,Full-time
"Fleet Management, Routing, Warehouse Ops",6,58762,Oran,Logistics,Supply Chain,Bachelor's,11496,12.0,15,Full-time
"Statistics, SQL, Machine Learning, Python, R",2,157793,Annaba,Data Science,Information Technology,Doctorate,11497,20.0,20,Full-time
"Carpentry, Masonry, Site Management, Plumbing",1,146003,Ghardaia,Construction,Construction,Bachelor's,11498,12.0,15,Full-time
"Assessment, E-Learning, Curriculum Design, Teaching, Classroom Management",4,132639,Chlef,Education,Education,No Formal Education,11499,0.0,0,Full-time
"Medical Terminology, EMR, Anatomy, Patient Care",1,70735,Setif,Healthcare,Health,Technical Diploma,11500,,14,Full-time
"WordPress, Node.js, JavaScript, HTML, React, CSS",6,134943,Relizane,Web Development,Information Technology,Ingénieur,11501,17.0,17,Full-time
"Content Creation, SEO, Social Media, Google Ads",3,61666,Batna,Marketing,Business,Technical Diploma,11502,,14,Full-time
"Patient Care, Medical Terminology, Phlebotomy",1,51283,Mostaganem,Healthcare,Health,Master's,11503,17.0,17,Full-time
"Plumbing, Safety Procedures, Masonry, Site Management, Carpentry, Blueprint Reading",15,70575,Skikda,Construction,Construction,Master's,11504,17.0,17,Full-time
